schema,object_name,object_type,tier,priority,process_name,is_active,reasons,VAL.IsValidCustomer,VAL.IsCreditReportValid,VAL.IsTestCustomer,VAL.IsBotAccount,VAL.IsInternal,VAL.Customer_Status,USR.COUNT_DISTINCT_CID,USR.COUNT_DISTINCT_GCID,USR.FTD,USR.Registration,USR.Funded,USR.GROUP_BY_CID,USR.GROUP_BY_GCID,JOIN.GCID_eq_GCID,JOIN.CID_eq_CID,CUST.Dim_Customer,CUST.External_Customer,CUST.UserApiDB_Customer,CUST.Dim_Mirror,CUST.MirrorID_or_ParentCID,samples_json,file_path
BI_DB_dbo,SP_Crypto_NOP,SP,A,99,FinanceReportSPS,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,0,0,0,22,"{""VAL.IsValidCustomer"": [""L24: 14.01.2019       Zvika              #pos_new --> PlayerLevelID <> 4 AND LabelID NOT IN (26,30) changed to IsValidCustomer = 1""], ""USR.GROUP_BY_CID"": [""L347: GROUP BY a.Regulation, a.[Label], a.CID, a.IsBuy, a.InstrumentName, a.MifidCategorizationID, a.MifidCategorization,"", ""L395: GROUP BY a.Regulation, a.[Label], a.CID, a.IsBuy, a.InstrumentName, a.MifidCategorizationID, a.MifidCategorization,"", ""L573: GROUP BY [Date]""], ""JOIN.GCID_eq_GCID"": [""L278: JOIN DWH_dbo.Dim_Customer dc ON a.GCID=dc.GCID"", ""L296: JOIN DWH_dbo.Dim_Customer dc ON a.GCID=dc.GCID""], ""JOIN.CID_eq_CID"": [""L222: JOIN #fsc fsc with (NOLOCK) ON pos.CID = fsc.CID""], ""CUST.Dim_Customer"": [""L173: JOIN DWH_dbo.Dim_Customer dcc with (NOLOCK)"", ""L278: JOIN DWH_dbo.Dim_Customer dc ON a.GCID=dc.GCID"", ""L296: JOIN DWH_dbo.Dim_Customer dc ON a.GCID=dc.GCID""], ""CUST.MirrorID_or_ParentCID"": [""L99: ,p.MirrorID"", ""L138: SELECT fsc.RealCID AS CID"", ""L174: ON fsc.RealCID= dcc.RealCID""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Crypto_NOP.sql
BI_DB_dbo,SP_M_Crypto_RECON,SP,A,99,FinanceReportSPS,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,6,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,5,"{""VAL.IsValidCustomer"": [""L28: 03.03.2022 Jenia           removes the IsValidCustomer=1 condition, added ISValidCustomer Column"", ""L84: --AND DC.IsValidCustomer = 1"", ""L156: WHERE  --DC.IsValidCustomer = 1  AND""], ""USR.GROUP_BY_CID"": [""L86: GROUP BY pos.CID, DR.Name, DI.Name,CASE WHEN pos.IsSettled=1 THEN 'Real'"", ""L158: GROUP BY pos.CID, DR.Name, pos.Instrument,pos.SettlementType,IsValidCustomer;"", ""L207: GROUP BY dp.CID""], ""JOIN.CID_eq_CID"": [""L362: ON a.CID = b.CID AND a.Regulation = b.Regulation AND a.[Label] = b.[Label]    AND a.SettlementType = b.SettlementType"", ""L364: ON a.CID = c.CID AND a.Regulation = c.Regulation AND a.[Label] = c.[Label] AND a.SettlementType = b.SettlementType;""], ""CUST.Dim_Customer"": [""L23: 12.09.2021    Jenia                      changed the Dim_Customer table to Fact_SnapshotCustomer""], ""CUST.MirrorID_or_ParentCID"": [""L76: ON pos.CID = DC.RealCID ---AND DC.PlayerLevelID <> 4"", ""L151: ON pos.CID = DC.RealCID"", ""L191: ON dp.CID = DC.RealCID""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_M_Crypto_RECON.sql
BI_DB_dbo,SP_CIDFirstDates,SP,A,90,SB_Daily,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,1,0,0,0,0,0,0,0,4,0,2,11,0,2,35,8,5,0,1,45,"{""VAL.IsValidCustomer"": [""L188: WHERE dc.IsValidCustomer  =1""], ""USR.FTD"": [""L71: 2025-07-31  Nitsan Sharabi  Updating fundind data to include FTD global"", ""L72: 2025-09-17  Nitsan Sharabi Update for FTD global"", ""L74: 2025-10-26 Jan Iablunovskey Added filter to FTD data dc.FTDPlatformID=1""], ""USR.Funded"": [""L1251: /***********************************************************IsFunded**************************************/"", ""L1372: WHERE bddcds.IsFunded = 1""], ""USR.GROUP_BY_CID"": [""L717: GROUP BY  CID ) b ON(a.CID=b.CID)"", ""L736: GROUP BY  CID)b ON (a.CID=b.CID)"", ""L750: GROUP BY CID) b ON (a.CID=b.CID)""], ""JOIN.GCID_eq_GCID"": [""L1201: JOIN #CustomerKycMode b ON a.GCID = b.GCID"", ""L1248: JOIN [BI_DB_dbo].[External_ComplianceStateDB_Compliance_CustomerProfessionalQuestionnaireResult] pl ON dc.GCID = pl.GCID""], ""JOIN.CID_eq_CID"": [""L143: JOIN #internal b ON a.CID=b.CID"", ""L268: JOIN #CustomerData b ON a.CID=b.CID"", ""L334: LEFT JOIN #existingCIDFD b with(nolock) ON a.CID=b.CID""], ""CUST.Dim_Customer"": [""L122: FROM [DWH_dbo].[Dim_Customer] dc with (NOLOCK)"", ""L608: FROM DWH_dbo.Dim_Customer dc"", ""L975: --JOIN [DWH_dbo].[Dim_Customer] c with(nolock) ON a.Username=c.UserName""], ""CUST.External_Customer"": [""L1055: FROM  [BI_DB_dbo].[External_etoro_history_BackOfficeCustomer_BackOfficeCaustomerTable] AS HB --[AZR-W-REAL-DB-2-BIDBUser].[etoro].[History].[BackOfficeCustomer]"", ""L1123: --FROM [BI_DB_dbo].[External_etoro_Customer_TrackingId] a"", ""L1135: FROM [BI_DB_dbo].[External_MarketPerformance_Tracking_Customer] a""], ""CUST.Dim_Mirror"": [""L871: FROM  [DWH_dbo].[Dim_Mirror] with(nolock)""], ""CUST.MirrorID_or_ParentCID"": [""L92: SELECT dc.RealCID AS CID ,"", ""L451: , a.RealCID AS CID"", ""L456: , a.MirrorID""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CIDFirstDates.sql
BI_DB_dbo,SP_W_Tue_Reg_UK_Compliance_KYC_Weekly_Export,SP,A,21,SB_Daily,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,18,"{""VAL.IsValidCustomer"": [""L49: and dc.IsValidCustomer = 1""], ""USR.GROUP_BY_CID"": [""L79: GROUP BY dp.CID;"", ""L94: GROUP BY dp.CID;""], ""CUST.Dim_Customer"": [""L43: FROM [DWH_dbo].Dim_Customer dc WITH (NOLOCK)""], ""CUST.MirrorID_or_ParentCID"": [""L36: , dc.RealCID"", ""L45: LEFT JOIN [BI_DB_dbo].[BI_DB_CIDFirstDates] fd (NOLOCK) ON dc.RealCID = fd.CID"", ""L53: CREATE CLUSTERED INDEX ci_#Clients_RealCID ON #Clients(RealCID);""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_W_Tue_Reg_UK_Compliance_KYC_Weekly_Export.sql
BI_DB_dbo,SP_W_Tue_Reg_UK_Compliance_Professional_OptUp,SP,A,21,SB_Daily,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,17,"{""VAL.IsValidCustomer"": [""L49: AND dc.IsValidCustomer = 1""], ""USR.GROUP_BY_CID"": [""L95: GROUP BY dp.CID,dp.IsSettled,di.InstrumentType"", ""L121: GROUP BY dp.CID,dp.IsSettled,di.InstrumentType"", ""L168: GROUP BY ppl.[CID]""], ""CUST.Dim_Customer"": [""L43: FROM [DWH_dbo].[Dim_Customer] dc WITH (NOLOCK)""], ""CUST.MirrorID_or_ParentCID"": [""L35: SELECT dc.RealCID"", ""L47: LEFT JOIN [BI_DB_dbo].[BI_DB_CIDFirstDates] fd WITH (NOLOCK) ON dc.RealCID = fd.CID"", ""L53: CREATE CLUSTERED INDEX ci_#Clients_RealCID ON #Clients(RealCID);""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_W_Tue_Reg_UK_Compliance_Professional_OptUp.sql
BI_DB_dbo,SP_AML_SAR_Report,SP,A,20,SB_Daily,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,1,0,0,0,0,0,0,0,0,0,0,4,0,0,9,1,0,0,0,4,"{""VAL.IsValidCustomer"": [""L68: AND dc.IsValidCustomer =1""], ""USR.GROUP_BY_CID"": [""L84: GROUP BY pp.CID,dft.Name"", ""L109: GROUP BY pp.CID"", ""L123: GROUP BY pp.CID,dft.Name""], ""JOIN.CID_eq_CID"": [""L82: LEFT JOIN DWH_dbo.Fact_BillingDeposit fbd ON fbd.CID = pp.CID AND fbd.PaymentStatusID =2 -- Approved"", ""L107: LEFT JOIN DWH_dbo.Fact_BillingDeposit fbd ON fbd.CID = pp.CID AND fbd.PaymentStatusID =2 -- Approved"", ""L121: LEFT JOIN DWH_dbo.Fact_BillingWithdraw fbw ON fbw.CID = pp.CID AND ISNULL(fbw.CashoutStatusID_Funding,fbw.CashoutStatusID_Withdraw)=3 -- Approved Withraw""], ""CUST.Dim_Customer"": [""L60: FROM DWH_dbo.Dim_Customer dc""], ""CUST.MirrorID_or_ParentCID"": [""L20: SELECT dc.RealCID AS CID"", ""L52: ,dc.RealCID AS 'SourceRef'"", ""L65: LEFT JOIN BI_DB_dbo.BI_DB_KYC_Panel bdkp ON dc.RealCID = bdkp.RealCID""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_SAR_Report.sql
BI_DB_dbo,SP_AML_SubEntity_Categorization,SP,A,20,SB_Daily,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,6,0,0,0,0,0,0,0,0,0,0,2,3,0,7,6,0,0,0,12,"{""VAL.IsValidCustomer"": [""L32: WHERE dc.IsValidCustomer = 1"", ""L107: WHERE dc.IsValidCustomer = 1"", ""L146: WHERE dc.IsValidCustomer = 1""], ""USR.GROUP_BY_CID"": [""L75: GROUP BY     g1.CID"", ""L431: GROUP BY""], ""USR.GROUP_BY_GCID"": [""L75: GROUP BY     g1.CID"", ""L271: GROUP BY dc.RealCID"", ""L431: GROUP BY""], ""JOIN.CID_eq_CID"": [""L44: JOIN BI_DB_dbo.BI_DB_PositionPnL bdppl  WITH (NOLOCK) ON g1.CID = bdppl.CID"", ""L74: LEFT JOIN #germany02 g2 ON g1.CID = g2.CID"", ""L316: LEFT JOIN #etoromalta02 mal ON ger.CID = mal.CID""], ""CUST.Dim_Customer"": [""L29: FROM DWH_dbo.Dim_Customer dc WITH (NOLOCK)"", ""L104: FROM DWH_dbo.Dim_Customer dc"", ""L142: FROM DWH_dbo.Dim_Customer dc WITH (NOLOCK)""], ""CUST.MirrorID_or_ParentCID"": [""L20: SELECT dc.RealCID AS 'CID'"", ""L96: SELECT dc.RealCID AS 'CID'"", ""L135: SELECT dc.RealCID AS 'CID'""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_SubEntity_Categorization.sql
BI_DB_dbo,SP_Affiliate_Fraud_Loss,SP,A,20,SB_Daily,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,1,0,0,43,"{""VAL.IsValidCustomer"": [""L44: AND dc.IsValidCustomer=1""], ""USR.GROUP_BY_CID"": [""L136: group by"", ""L175: GROUP BY"", ""L203: GROUP by""], ""JOIN.GCID_eq_GCID"": [""L71: join [DWH_dbo].Dim_Customer cc on cc.GCID=cr.GCID""], ""CUST.Dim_Customer"": [""L32: FROM [DWH_dbo].Dim_Customer dc"", ""L71: join [DWH_dbo].Dim_Customer cc on cc.GCID=cr.GCID"", ""L308: JOIN  [DWH_dbo].Dim_Customer dc ON dc.RealCID=F.RealCID""], ""CUST.External_Customer"": [""L70: from [BI_DB_dbo].[External_etoro_BackOffice_CustomerRisk] cr""], ""CUST.MirrorID_or_ParentCID"": [""L24: dc.RealCID,"", ""L66: cc.RealCID AS CID,"", ""L72: join #all a on a.RealCID=cc.RealCID""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Affiliate_Fraud_Loss.sql
BI_DB_dbo,SP_CIDFunnelFlow,SP,A,20,SB_Daily,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,17,"{""VAL.IsValidCustomer"": [""L44: and IsValidCustomer = 1""], ""USR.FTD"": [""L128: ,[FTD]"", ""L168: ,MAX(case when DC.FirstDepositDate > '19000101' then 1 else 0 end) FTD""], ""USR.GROUP_BY_CID"": [""L92: group by cd.CID"", ""L186: left join (select CID, max(case when PaymentStatusID = 2 then 1 end) Depositor from DWH_dbo.Fact_BillingDeposit /*[ETL_ Source].etoro_rep.Billing.vDeposit*/ with(nolock) group by CID) bd on bd.CID = DC.RealCID""], ""JOIN.CID_eq_CID"": [""L88: JOIN [ETL_ Source].etoro_rep.History.BackOfficeCustomer boc ON cd.CID = boc.CID AND( boc.DocumentStatusID = 5 or boc.DocumentStatusID = 6 or boc.DocumentStatusID = 3) --5=POIApproved 6=POAApproved 3=Accepted""], ""CUST.Dim_Customer"": [""L39: FROM DWH_dbo.[Dim_Customer] DC with(nolock)""], ""CUST.MirrorID_or_ParentCID"": [""L18: RealCID"", ""L42: --left join [ETL_ Source].etoro_rep.[BackOffice].[Customer] cd on DC.RealCID = cd.CID"", ""L53: SELECT sc1.RealCID""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CIDFunnelFlow.sql
BI_DB_dbo,SP_CID_DailyCopyRevenue,SP,A,20,SB_Daily,1,validity-filter+user-count → must add IsBotAccount filter or redefine IsValidCustomer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,43,"{""VAL.IsValidCustomer"": [""L54: AND IsValidCustomer = 1;""], ""USR.GROUP_BY_CID"": [""L108: GROUP BY  PositionID""], ""JOIN.CID_eq_CID"": [""L133: INNER JOIN #pos dp ON c.CID = dp.CID""], ""CUST.Dim_Mirror"": [""L64: FROM DWH_dbo.Dim_Mirror dm WITH(NOLOCK)""], ""CUST.MirrorID_or_ParentCID"": [""L32: SELECT RealCID AS CID"", ""L63: SELECT dm.CID,dm.ParentCID,dm.MirrorID"", ""L63: SELECT dm.CID,dm.ParentCID,dm.MirrorID""]}",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_CID_DailyCopyRevenue.sql
