wiki_path,idx,column,source,old_cell,new_cell,status,hops,terminal_object,exhausted_reason
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_AUM_OptionsPlatform.md,1,RealCID,Fact_SnapshotCustomer.RealCID,Direct,Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 - SP_Fact_SnapshotCustomer) (via Fact_SnapshotCustomer),FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_AUM_OptionsPlatform.md,2,IsValidCustomer,Fact_SnapshotCustomer.IsValidCustomer,Direct,"1 if the customer is a valid retail customer for analytics purposes. ETL-computed from PlayerLevelID, LabelID, CountryID. See §2.2. Approx 98% of current rows = 1. (Tier 2 - SP_Fact_SnapshotCustomer) (via Fact_SnapshotCustomer)",FOUND,2,Fact_SnapshotCustomer,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisMonth.md,1,DateID,BI_DB_dbo.BI_DB_DDR_Customer_Periodic_Status.DateID,Direct,"Reporting `(int yyyymmdd)` = `@dateInt = CAST(CONVERT(varchar(8), @date, 112) AS INT)` ; delete/reinsert key (`DELETE WHERE DateID = @dateID`). (Tier 2 — BI_DB_dbo.SP_DDR_Customer_Periodic_Status) (via BI_DB_DDR_Customer_Periodic_Status)",FOUND,2,BI_DB_DDR_Customer_Periodic_Status,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisQuarter.md,1,DateID,BI_DB_dbo.BI_DB_DDR_Customer_Periodic_Status.DateID,Direct,"Reporting `(int yyyymmdd)` = `@dateInt = CAST(CONVERT(varchar(8), @date, 112) AS INT)` ; delete/reinsert key (`DELETE WHERE DateID = @dateID`). (Tier 2 — BI_DB_dbo.SP_DDR_Customer_Periodic_Status) (via BI_DB_DDR_Customer_Periodic_Status)",FOUND,2,BI_DB_DDR_Customer_Periodic_Status,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisWeek.md,1,DateID,BI_DB_dbo.BI_DB_DDR_Customer_Periodic_Status.DateID,Direct,"Reporting `(int yyyymmdd)` = `@dateInt = CAST(CONVERT(varchar(8), @date, 112) AS INT)` ; delete/reinsert key (`DELETE WHERE DateID = @dateID`). (Tier 2 — BI_DB_dbo.SP_DDR_Customer_Periodic_Status) (via BI_DB_DDR_Customer_Periodic_Status)",FOUND,2,BI_DB_DDR_Customer_Periodic_Status,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisYear.md,1,DateID,BI_DB_dbo.BI_DB_DDR_Customer_Periodic_Status.DateID,Direct,"Reporting `(int yyyymmdd)` = `@dateInt = CAST(CONVERT(varchar(8), @date, 112) AS INT)` ; delete/reinsert key (`DELETE WHERE DateID = @dateID`). (Tier 2 — BI_DB_dbo.SP_DDR_Customer_Periodic_Status) (via BI_DB_DDR_Customer_Periodic_Status)",FOUND,2,BI_DB_DDR_Customer_Periodic_Status,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_Yesterday.md,1,DateID,BI_DB_dbo.BI_DB_DDR_Customer_Daily_Status.DateID,Direct,`@dateID` (`YYYYMMDD`) — partition / delete key for the narrow table. (Tier 2 — SP_DDR_Customer_Daily_Status) (via BI_DB_DDR_Customer_Daily_Status),FOUND,2,BI_DB_DDR_Customer_Daily_Status,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Conversion_Rates.md,1,InstrumentID,Dim_Instrument.InstrumentID,Direct,Primary key from Trade.Instrument. Identifies the tradeable instrument pair. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument),FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Conversion_Rates.md,2,SellCurrency,Dim_Instrument.SellCurrency,Direct,"Trading symbol / ticker for the sell-side currency. ""USD"", ""EUR"", ""GBX"". UNIQUE constraint in production. Passthrough from Dictionary.Currency.Abbreviation via sell-side join. (Tier 1 — Dictionary.Currency) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Conversion_Rates.md,3,InstrumentTypeID,Dim_Instrument.InstrumentTypeID,Direct,"From IMD (InstrumentMetaData). Asset class: 1=Currencies, 2=Commodities, 3=CFD, 4=Indices, 5=Stocks, 6=ETF, 7=Bonds, 8=TrustFunds, 9=Options, 10=Crypto. FK to Dictionary.CurrencyType. (Tier 1 — Trade.GetInstrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Conversion_Rates.md,4,InstrumentType,Dim_Instrument.InstrumentType,Direct,"ETL-computed asset class label. CASE on InstrumentTypeID: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else Other. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrument)",FOUND,2,Dim_Instrument,
